City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,saint-francois,46.4154,3.9054,25.93,61,31,3.09,FR,Sat Jun 10 11:18:54 2023
271,fisterra,42.9049,-9.2629,22.23,87,70,4.79,ES,Sat Jun 10 11:23:23 2023
272,illizi,26.4833,8.4667,45.89,6,4,5.24,DZ,Sat Jun 10 11:23:23 2023
273,kokshetau,53.2775,69.3883,17.55,50,40,2.44,KZ,Sat Jun 10 11:23:24 2023
274,mcminnville,45.2101,-123.1987,16.36,74,100,1.54,US,Sat Jun 10 11:23:24 2023
275,manta,-0.95,-80.7333,27.88,89,75,7.6,EC,Sat Jun 10 11:23:24 2023
276,ola,59.5833,151.2833,5.74,93,45,1.52,RU,Sat Jun 10 11:23:24 2023
277,klyuchi,52.2667,79.1667,16.71,66,0,3.12,RU,Sat Jun 10 11:23:24 2023
278,kani keli,-12.9536,45.1033,26.59,74,6,4.7,YT,Sat Jun 10 11:23:24 2023
279,antsiranana,-12.2787,49.2917,26.42,69,20,5.14,MG,Sat Jun 10 11:23:24 2023
280,seydi,39.4816,62.9137,32.61,9,16,6.51,TM,Sat Jun 10 11:23:24 2023
281,shelui,-4.3667,34.2,29.36,30,90,3.3,TZ,Sat Jun 10 11:23:24 2023
282,sovetskaya gavan',48.9723,140.2878,9.51,95,99,1.58,RU,Sat Jun 10 11:23:25 2023
283,hanceville,34.0607,-86.7675,26.95,58,52,1.81,US,Sat Jun 10 11:23:25 2023
284,saipan,15.1355,145.701,28.39,100,20,2.68,MP,Sat Jun 10 11:23:25 2023
285,vidalia,32.2177,-82.4135,27.97,42,0,1.54,US,Sat Jun 10 11:23:25 2023
286,ilulissat,69.2167,-51.1,5.01,87,75,4.12,GL,Sat Jun 10 11:23:25 2023
287,ambalavao,-21.8333,46.9333,17.08,66,30,0.92,MG,Sat Jun 10 11:23:25 2023
288,la ronge,55.1001,-105.2842,18.12,55,0,3.6,CA,Sat Jun 10 11:20:20 2023
289,canton,23.1167,113.25,28.82,86,96,1.39,CN,Sat Jun 10 11:22:04 2023
290,el calafate,-50.3408,-72.2768,1.05,70,1,5.16,AR,Sat Jun 10 11:23:25 2023
291,akureyri,65.6835,-18.0878,11.96,32,75,4.63,IS,Sat Jun 10 11:23:25 2023
292,vershino-darasunskiy,52.35,115.5167,10.6,76,3,0.56,RU,Sat Jun 10 11:23:26 2023
293,hirara,24.8,125.2833,26.15,94,82,2.06,JP,Sat Jun 10 11:23:26 2023
294,nadym,65.5333,72.5167,15.26,43,100,8.28,RU,Sat Jun 10 11:23:26 2023
295,tolanaro,-25.0319,46.9987,23.04,88,20,2.06,MG,Sat Jun 10 11:23:26 2023
296,new norfolk,-42.7826,147.0587,11.72,83,57,4.47,AU,Sat Jun 10 11:23:26 2023
297,bodo,67.28,14.405,15.02,51,0,2.06,NO,Sat Jun 10 11:23:26 2023
298,linkou,45.3,130.2833,12.89,97,18,1.49,CN,Sat Jun 10 11:23:26 2023
299,tabora,-5.0167,32.8,24.88,46,90,1.81,TZ,Sat Jun 10 11:23:26 2023
300,nago,26.5881,127.9761,28.03,91,45,3.44,JP,Sat Jun 10 11:23:26 2023
301,suva,-18.1416,178.4415,19.71,94,75,1.54,FJ,Sat Jun 10 11:23:27 2023
302,tchibanga,-2.85,11.0333,26.89,74,94,1.58,GA,Sat Jun 10 11:23:27 2023
303,meadow lakes,61.6247,-149.6011,10.97,69,75,0.89,US,Sat Jun 10 11:23:27 2023
304,ilula,-7.6766,36.0366,19.11,71,3,3.03,TZ,Sat Jun 10 11:23:27 2023
305,san juan bautista,-14.0108,-75.7358,21.66,57,0,1.72,PE,Sat Jun 10 11:23:27 2023
306,bitam,2.076,11.5007,32.03,55,75,1.19,GA,Sat Jun 10 11:23:27 2023
307,laguna,38.421,-121.4238,15.65,83,75,3.6,US,Sat Jun 10 11:23:27 2023
308,fuxin,42.0156,121.6589,16.14,57,74,2.53,CN,Sat Jun 10 11:23:27 2023
309,baiao,-2.7906,-49.6717,31.5,56,9,1.96,BR,Sat Jun 10 11:23:27 2023
310,qiancheng,27.185,109.7654,25.71,74,100,0.54,CN,Sat Jun 10 11:23:28 2023
311,refahiye,39.9008,38.7667,13.91,78,44,6.19,TR,Sat Jun 10 11:23:28 2023
312,talara,-4.5772,-81.2719,27.42,69,0,7.72,PE,Sat Jun 10 11:23:28 2023
313,brookings,44.3114,-96.7984,23.92,77,75,3.09,US,Sat Jun 10 11:23:28 2023
314,meadow lake,34.8014,-106.5436,23.45,25,10,3.31,US,Sat Jun 10 11:23:28 2023
315,albina,5.5,-54.05,30.85,62,48,1.81,SR,Sat Jun 10 11:23:28 2023
316,arteche,12.2645,125.4048,26.53,87,100,2.55,PH,Sat Jun 10 11:23:28 2023
317,ust-nera,64.5667,143.2,10.41,88,38,2.37,RU,Sat Jun 10 11:23:29 2023
318,charters towers,-20.1,146.2667,15.42,88,0,2.99,AU,Sat Jun 10 11:23:29 2023
319,mossel bay,-34.1831,22.146,15.93,67,6,2.36,ZA,Sat Jun 10 11:23:29 2023
320,poronaysk,49.2167,143.1167,8.16,98,100,2.6,RU,Sat Jun 10 11:23:29 2023
321,puerto armuelles,8.2833,-82.8667,28.99,88,97,2.24,PA,Sat Jun 10 11:23:29 2023
322,mersa matruh,31.3525,27.2453,23.72,70,18,6.51,EG,Sat Jun 10 11:23:29 2023
323,sibay,52.7181,58.6658,19.95,59,95,2.24,RU,Sat Jun 10 11:23:29 2023
324,paita,-5.0892,-81.1144,24.59,71,9,5.48,PE,Sat Jun 10 11:23:29 2023
325,port isabel,26.0734,-97.2086,32.23,68,40,6.17,US,Sat Jun 10 11:23:30 2023
326,tommot,58.9564,126.2925,13.14,84,70,1.36,RU,Sat Jun 10 11:23:30 2023
327,maumere,-8.6199,122.2111,25.83,75,71,1.05,ID,Sat Jun 10 11:23:30 2023
328,dampit,-8.2116,112.7493,21.03,98,70,1.31,ID,Sat Jun 10 11:23:30 2023
329,nuuk,64.1835,-51.7216,7.34,65,75,13.89,GL,Sat Jun 10 11:23:30 2023
330,tarnova,46.3167,21.8,25.97,59,12,1.27,RO,Sat Jun 10 11:23:30 2023
331,yuzhno-kurilsk,44.0306,145.8556,8.69,98,98,1.62,RU,Sat Jun 10 11:23:30 2023
332,guarapari,-20.6667,-40.4975,28.83,58,0,1.57,BR,Sat Jun 10 11:19:39 2023
333,dondo,-19.6094,34.7431,25.48,60,0,3.75,MZ,Sat Jun 10 11:23:30 2023
334,nar'yan-mar,67.6713,53.087,5.81,60,100,9.21,RU,Sat Jun 10 11:23:30 2023
335,fortuna,40.5982,-124.1573,12.19,96,75,0.0,US,Sat Jun 10 11:23:31 2023
336,feijo,-8.1642,-70.3536,26.6,90,73,0.81,BR,Sat Jun 10 11:23:31 2023
337,wynyard,-41.0,145.7167,11.1,81,18,2.1,AU,Sat Jun 10 11:23:31 2023
338,mbandaka,0.0487,18.2603,26.18,72,82,1.32,CD,Sat Jun 10 11:23:31 2023
339,les anglais,18.3054,-74.2197,29.9,68,100,4.99,HT,Sat Jun 10 11:23:31 2023
340,port moresby,-9.4431,147.1797,24.68,88,40,5.14,PG,Sat Jun 10 11:23:31 2023
341,baxter,46.3433,-94.2867,20.9,82,100,3.09,US,Sat Jun 10 11:23:31 2023
342,vilyuysk,63.7553,121.6247,22.52,47,83,5.0,RU,Sat Jun 10 11:23:31 2023
343,walvis bay,-22.9575,14.5053,18.1,60,10,4.99,NA,Sat Jun 10 11:23:32 2023
344,gorontalo,0.5412,123.0595,24.51,93,19,1.07,ID,Sat Jun 10 11:23:32 2023
345,karatuzskoye,53.6072,92.8667,18.06,98,100,2.28,RU,Sat Jun 10 11:23:32 2023
346,covilha,40.286,-7.504,21.6,61,95,1.76,PT,Sat Jun 10 11:23:32 2023
347,batouri,4.4333,14.3667,26.89,66,99,0.94,CM,Sat Jun 10 11:23:32 2023
348,williston,48.147,-103.618,17.8,58,1,1.34,US,Sat Jun 10 11:23:32 2023
349,manacapuru,-3.2997,-60.6206,30.73,62,100,1.83,BR,Sat Jun 10 11:22:03 2023
350,vila franca do campo,37.7167,-25.4333,20.23,64,6,5.7,PT,Sat Jun 10 11:23:32 2023
351,talakan,50.3167,130.3667,14.88,95,94,0.93,RU,Sat Jun 10 11:23:32 2023
352,bojia,26.4672,111.9681,25.65,68,99,1.09,CN,Sat Jun 10 11:23:32 2023
353,es castell,39.8795,4.2854,26.38,57,20,3.6,ES,Sat Jun 10 11:23:33 2023
354,kununurra,-15.7667,128.7333,19.99,77,36,0.0,AU,Sat Jun 10 11:23:33 2023
355,villa gesell,-37.2639,-56.973,10.59,45,63,7.85,AR,Sat Jun 10 11:23:33 2023
356,deschutes river woods,43.9915,-121.3584,15.05,65,0,1.34,US,Sat Jun 10 11:23:33 2023
357,sarupathar,26.1984,93.8094,26.47,89,97,1.2,IN,Sat Jun 10 11:23:33 2023
358,tokar,18.4254,37.729,38.71,28,6,8.08,SD,Sat Jun 10 11:23:33 2023
359,ginir,7.1333,40.7,18.72,75,99,3.91,ET,Sat Jun 10 11:23:33 2023
360,pandan,14.0453,124.1694,27.85,80,83,5.6,PH,Sat Jun 10 11:23:33 2023
361,kill devil hills,36.0307,-75.676,26.0,58,0,3.09,US,Sat Jun 10 11:23:34 2023
362,qusmuryn,52.4503,64.6311,22.92,33,46,3.0,KZ,Sat Jun 10 11:23:34 2023
363,susuman,62.7833,148.1667,11.73,73,58,1.78,RU,Sat Jun 10 11:23:34 2023
364,newman,37.3138,-121.0208,16.19,54,100,3.13,US,Sat Jun 10 11:23:34 2023
365,ketchikan,55.3422,-131.6461,12.26,76,75,5.66,US,Sat Jun 10 11:23:34 2023
366,chui,-33.6971,-53.4616,15.63,60,59,2.81,UY,Sat Jun 10 11:23:34 2023
367,puri,19.8,85.85,28.29,64,100,4.24,IN,Sat Jun 10 11:23:34 2023
368,flekkefjord,58.2971,6.6607,21.02,40,20,5.56,NO,Sat Jun 10 11:23:34 2023
369,yesilhisar,38.3497,35.0867,20.25,55,71,2.01,TR,Sat Jun 10 11:23:34 2023
370,cidade velha,14.9167,-23.6167,30.26,54,0,6.69,CV,Sat Jun 10 11:23:35 2023
371,barcelos,41.5388,-8.6151,23.84,65,41,4.02,PT,Sat Jun 10 11:23:35 2023
372,labytnangi,66.6572,66.4183,10.76,79,100,5.59,RU,Sat Jun 10 11:23:35 2023
373,nabire,-3.3667,135.4833,24.95,91,98,1.32,ID,Sat Jun 10 11:23:35 2023
374,mitu,1.1983,-70.1733,29.94,61,17,1.22,CO,Sat Jun 10 11:23:35 2023
375,kingston,17.997,-76.7936,30.69,77,20,6.69,JM,Sat Jun 10 11:22:53 2023
376,tekeli,44.83,78.8239,19.49,58,94,3.07,KZ,Sat Jun 10 11:23:35 2023
377,sisimiut,66.9395,-53.6735,7.93,49,100,18.67,GL,Sat Jun 10 11:23:35 2023
378,paulista florida,-21.6,-51.2,26.47,40,0,4.11,BR,Sat Jun 10 11:23:35 2023
379,pauini,-7.7136,-66.9764,31.06,58,62,1.02,BR,Sat Jun 10 11:23:36 2023
380,maun,-19.9833,23.4167,28.93,13,2,2.3,BW,Sat Jun 10 11:23:36 2023
381,kudahuvadhoo,2.6708,72.8944,28.49,76,87,2.48,MV,Sat Jun 10 11:21:17 2023
382,erechim,-27.6342,-52.2739,22.5,52,0,4.91,BR,Sat Jun 10 11:23:36 2023
383,russkaya polyana,49.417,31.9201,19.4,74,99,8.24,UA,Sat Jun 10 11:23:36 2023
384,pariaman,-0.619,100.12,25.03,87,100,1.74,ID,Sat Jun 10 11:23:36 2023
385,polohy,47.4844,36.2536,22.42,61,100,3.72,UA,Sat Jun 10 11:23:36 2023
386,oum hadjer,13.2954,19.6966,30.04,50,98,1.14,TD,Sat Jun 10 11:23:36 2023
387,bogandinskiy,56.8937,65.8938,20.29,55,31,2.59,RU,Sat Jun 10 11:23:36 2023
388,weno,7.4515,151.8468,24.97,100,100,1.54,FM,Sat Jun 10 11:23:37 2023
389,benito juarez,19.385,-99.165,22.78,48,0,2.06,MX,Sat Jun 10 11:22:20 2023
390,amga,60.8953,131.9608,11.98,68,99,0.27,RU,Sat Jun 10 11:23:37 2023
391,ebon,4.582,168.6964,26.81,82,100,5.31,MH,Sat Jun 10 11:21:14 2023
392,todos santos,23.45,-110.2167,21.64,60,1,4.0,MX,Sat Jun 10 11:23:37 2023
393,tongchuanshi,35.0806,109.0897,24.07,38,100,0.9,CN,Sat Jun 10 11:23:37 2023
394,verkhovazh'ye,60.7472,42.0465,8.53,63,100,4.17,RU,Sat Jun 10 11:23:37 2023
395,sarankhola,22.3082,89.7897,26.55,74,99,1.52,BD,Sat Jun 10 11:23:37 2023
396,urucara,-2.5364,-57.76,32.84,50,24,2.47,BR,Sat Jun 10 11:23:37 2023
397,savanna-la-mar,18.219,-78.1332,27.97,68,98,5.52,JM,Sat Jun 10 11:23:37 2023
398,santa helena de goias,-17.8136,-50.5969,28.19,38,0,2.31,BR,Sat Jun 10 11:23:38 2023
399,port shepstone,-30.7414,30.455,18.11,63,0,5.92,ZA,Sat Jun 10 11:23:38 2023
400,opelika,32.6454,-85.3783,27.7,56,6,0.89,US,Sat Jun 10 11:23:38 2023
401,atbara,17.7022,33.9864,42.0,15,25,2.78,SD,Sat Jun 10 11:23:38 2023
402,colby,39.3958,-101.0524,20.46,72,0,6.69,US,Sat Jun 10 11:19:11 2023
403,manastirea,44.2167,26.9,27.79,34,81,3.72,RO,Sat Jun 10 11:23:38 2023
404,nagqu,31.5,92.0,5.38,75,92,3.62,CN,Sat Jun 10 11:23:38 2023
405,usinsk,65.9939,57.5281,5.45,92,92,6.3,RU,Sat Jun 10 11:23:38 2023
406,chardara,41.2547,67.9692,31.18,28,19,8.97,KZ,Sat Jun 10 11:23:38 2023
407,letychiv,49.3826,27.6305,20.81,73,69,4.9,UA,Sat Jun 10 11:23:38 2023
408,la gi,10.6667,107.7833,25.91,90,100,2.64,VN,Sat Jun 10 11:23:39 2023
409,sim,54.993,57.6982,15.74,96,99,2.25,RU,Sat Jun 10 11:23:39 2023
410,kirakira,-10.4544,161.9205,25.89,87,80,2.9,SB,Sat Jun 10 11:23:39 2023
411,villa emilio carranza,19.9667,-96.6,29.69,74,15,2.39,MX,Sat Jun 10 11:23:39 2023
412,zhosaly,45.4878,64.0781,30.14,14,34,7.15,KZ,Sat Jun 10 11:23:39 2023
413,mata-utu,-13.2816,-176.1745,27.86,78,16,6.48,WF,Sat Jun 10 11:23:39 2023
414,nova sintra,14.8667,-24.7167,22.02,84,6,8.17,CV,Sat Jun 10 11:23:39 2023
415,sabinas,27.85,-101.1167,27.85,68,20,0.73,MX,Sat Jun 10 11:23:39 2023
416,shahpura,27.3833,75.9667,36.48,20,0,5.51,IN,Sat Jun 10 11:18:48 2023
417,waingapu,-9.6567,120.2641,25.01,89,88,3.23,ID,Sat Jun 10 11:23:39 2023
418,balabac,7.9868,117.0645,27.67,81,98,3.53,PH,Sat Jun 10 11:23:40 2023
419,gobabis,-22.45,18.9667,24.89,10,0,1.38,NA,Sat Jun 10 11:23:40 2023
420,dongning,44.0622,131.1207,12.44,96,90,1.02,CN,Sat Jun 10 11:23:40 2023
421,nyurba,63.2842,118.3319,21.61,51,18,4.54,RU,Sat Jun 10 11:23:40 2023
422,moab,38.5733,-109.5498,25.34,30,4,0.87,US,Sat Jun 10 11:23:40 2023
423,east ballina,-28.8667,153.5833,10.44,82,43,1.4,AU,Sat Jun 10 11:23:40 2023
424,mermoz boabab,14.7065,-17.4758,32.31,70,0,7.2,SN,Sat Jun 10 11:23:40 2023
425,glace bay,46.1969,-59.957,16.72,68,75,3.09,CA,Sat Jun 10 11:23:40 2023
426,necochea,-38.5473,-58.7368,11.22,53,5,9.02,AR,Sat Jun 10 11:23:40 2023
427,luganville,-15.5333,167.1667,24.16,78,100,4.72,VU,Sat Jun 10 11:23:41 2023
428,dowlatabad,32.7998,51.6955,29.82,17,40,5.14,IR,Sat Jun 10 11:23:41 2023
429,ko pha ngan,9.7578,100.0291,26.38,71,100,7.23,TH,Sat Jun 10 11:23:41 2023
430,el charco,2.4769,-78.1105,28.81,74,18,0.28,CO,Sat Jun 10 11:23:41 2023
431,la sarre,48.8002,-79.1996,19.29,60,57,1.69,CA,Sat Jun 10 11:23:41 2023
432,saudarkrokur,65.7461,-19.6394,8.42,53,94,8.36,IS,Sat Jun 10 11:23:41 2023
433,hengchun,22.0042,120.7439,28.32,77,56,2.24,TW,Sat Jun 10 11:22:40 2023
434,novodvinsk,64.4165,40.8122,7.99,58,95,5.05,RU,Sat Jun 10 11:23:41 2023
435,sept-iles,50.2001,-66.3821,15.03,75,100,3.09,CA,Sat Jun 10 11:23:41 2023
436,yunfu,22.9306,112.0373,26.78,89,100,1.17,CN,Sat Jun 10 11:23:41 2023
437,sao joao da barra,-21.6403,-41.0511,28.05,54,0,3.18,BR,Sat Jun 10 11:23:42 2023
438,ishqoshim,36.7248,71.6133,17.72,47,97,2.16,TJ,Sat Jun 10 11:21:43 2023
439,mohr,54.3528,9.7167,22.2,59,6,10.8,DE,Sat Jun 10 11:23:42 2023
440,sinabang,2.4803,96.3801,27.17,82,69,2.25,ID,Sat Jun 10 11:23:42 2023
441,mahanoro,-19.9,48.8,22.74,84,0,2.72,MG,Sat Jun 10 11:23:42 2023
442,purranque,-40.9167,-73.1667,7.38,88,64,1.02,CL,Sat Jun 10 11:23:42 2023
443,lazaro cardenas,17.9583,-102.2,29.88,56,100,0.56,MX,Sat Jun 10 11:23:42 2023
444,embi,48.8264,58.1442,26.62,24,42,4.94,KZ,Sat Jun 10 11:23:42 2023
445,swainsboro,32.5974,-82.3337,27.94,36,0,3.6,US,Sat Jun 10 11:23:42 2023
446,sao joao dos patos,-6.495,-43.7022,32.77,36,0,3.6,BR,Sat Jun 10 11:23:43 2023
447,holualoa,19.6228,-155.9522,21.91,88,0,3.13,US,Sat Jun 10 11:23:43 2023
448,lerwick,60.1545,-1.1494,13.0,80,100,7.49,GB,Sat Jun 10 11:23:43 2023
449,mahina,-17.5065,-149.489,21.87,73,20,2.06,PF,Sat Jun 10 11:23:43 2023
450,saint-philippe,-21.3585,55.7679,24.77,83,58,5.23,RE,Sat Jun 10 11:23:43 2023
451,souillac,-20.5167,57.5167,24.21,69,20,2.57,MU,Sat Jun 10 11:23:43 2023
452,amursk,50.2261,136.8994,13.19,89,1,3.59,RU,Sat Jun 10 11:23:43 2023
453,mapimi,25.8167,-103.85,27.95,23,12,5.43,MX,Sat Jun 10 11:23:43 2023
454,north bend,43.4065,-124.2243,15.14,94,100,1.54,US,Sat Jun 10 11:19:44 2023
455,nurhak,37.9629,37.4202,23.06,33,20,4.73,TR,Sat Jun 10 11:23:44 2023
456,yarmouth,41.7057,-70.2286,19.08,83,40,4.92,US,Sat Jun 10 11:21:04 2023
457,tubarjal,30.4999,38.216,36.85,14,9,7.56,SA,Sat Jun 10 11:23:44 2023
458,atasu,48.6814,71.6433,20.54,33,2,3.7,KZ,Sat Jun 10 11:23:44 2023
459,ouesso,1.6136,16.0517,30.53,53,100,0.82,CG,Sat Jun 10 11:23:44 2023
460,hajin,34.6927,40.827,25.65,53,88,9.25,SY,Sat Jun 10 11:23:44 2023
461,chiroqchi,39.0336,66.5722,32.22,22,70,5.99,UZ,Sat Jun 10 11:23:44 2023
462,lospalos,-8.5186,127.0025,22.43,83,28,3.99,TL,Sat Jun 10 11:23:44 2023
463,geraldton,-28.7667,114.6,15.23,94,100,3.6,AU,Sat Jun 10 11:23:44 2023
464,shache,38.4167,77.2406,29.52,14,0,2.46,CN,Sat Jun 10 11:23:44 2023
465,san rafael del norte,13.2125,-86.1106,27.28,61,20,0.0,NI,Sat Jun 10 11:23:45 2023
466,formosa,-26.1775,-58.1781,27.99,72,75,6.69,AR,Sat Jun 10 11:20:59 2023
467,spanish wells,26.323,-81.7957,31.68,65,75,1.54,US,Sat Jun 10 11:23:45 2023
468,tekirova,36.5017,30.5272,26.66,52,70,3.15,TR,Sat Jun 10 11:23:45 2023
469,namibe,-15.1961,12.1522,20.58,73,45,3.9,AO,Sat Jun 10 11:23:45 2023
470,rabo de peixe,37.8,-25.5833,19.73,64,20,5.14,PT,Sat Jun 10 11:23:45 2023
471,atar,20.5169,-13.0499,43.03,17,0,4.12,MR,Sat Jun 10 11:23:45 2023
472,chortkiv,49.0171,25.798,25.81,70,90,3.51,UA,Sat Jun 10 11:23:45 2023
473,kapa'a,22.0752,-159.319,22.33,91,100,4.84,US,Sat Jun 10 11:23:45 2023
474,mumford,5.2618,-0.759,26.21,82,100,6.92,GH,Sat Jun 10 11:23:46 2023
475,grand-lahou,5.1367,-5.0242,25.51,91,100,5.14,CI,Sat Jun 10 11:23:46 2023
476,kosong,38.3788,128.4676,16.27,96,99,0.5,KR,Sat Jun 10 11:23:46 2023
477,ziro,27.6333,93.8333,15.9,90,98,0.58,IN,Sat Jun 10 11:23:46 2023
478,ashland,40.8167,-82.2665,23.9,67,33,4.2,US,Sat Jun 10 11:23:46 2023
479,ilomantsi,62.6716,30.9328,15.39,34,52,2.92,FI,Sat Jun 10 11:23:46 2023
480,zhuanghe,39.7008,122.9911,16.81,88,67,4.72,CN,Sat Jun 10 11:23:46 2023
481,knyaze-volkonskoye,48.4642,135.4567,15.19,91,71,2.26,RU,Sat Jun 10 11:23:46 2023
482,pyin oo lwin,22.0333,96.4667,20.61,89,89,0.42,MM,Sat Jun 10 11:23:47 2023
483,fort mcmurray,56.7268,-111.381,19.77,59,0,4.12,CA,Sat Jun 10 11:23:47 2023
484,plettenberg bay,-34.0527,23.3716,15.05,71,6,2.51,ZA,Sat Jun 10 11:23:47 2023
485,smolyan,41.5853,24.6919,14.25,93,100,0.63,BG,Sat Jun 10 11:23:47 2023
486,banki,20.3833,85.5333,28.06,55,100,2.65,IN,Sat Jun 10 11:23:47 2023
487,lorengau,-2.0226,147.2712,27.53,78,53,2.6,PG,Sat Jun 10 11:23:47 2023
488,energetik,51.7445,58.7934,22.12,46,57,2.88,RU,Sat Jun 10 11:23:47 2023
489,metlili chaamba,32.2667,3.6333,36.52,18,2,3.6,DZ,Sat Jun 10 11:23:47 2023
490,kayyerkan,69.3786,87.7439,5.72,60,2,3.84,RU,Sat Jun 10 11:23:47 2023
491,moncarapacho,37.0886,-7.7872,24.9,75,20,7.2,PT,Sat Jun 10 11:23:47 2023
492,el granada,37.5027,-122.4694,14.47,89,100,4.12,US,Sat Jun 10 11:23:48 2023
493,longyearbyen,78.2186,15.6401,4.91,81,75,3.09,SJ,Sat Jun 10 11:21:11 2023
494,bagan serai,5.0108,100.541,30.01,81,99,0.73,MY,Sat Jun 10 11:23:48 2023
495,puerto princesa,9.7392,118.7353,26.99,89,40,2.06,PH,Sat Jun 10 11:23:48 2023
496,naryn,41.4287,75.9911,18.51,45,72,3.18,KG,Sat Jun 10 11:23:48 2023
497,kota tinggi,1.7381,103.8999,29.02,90,6,1.19,MY,Sat Jun 10 11:23:48 2023
498,puerto aysen,-45.4,-72.7,4.18,93,91,1.45,CL,Sat Jun 10 11:23:48 2023
499,pingliang,35.5392,106.6861,21.02,35,100,2.76,CN,Sat Jun 10 11:23:48 2023
500,bintulu,3.1667,113.0333,26.23,89,20,1.03,MY,Sat Jun 10 11:23:48 2023
501,estherville,43.4016,-94.8328,21.29,88,100,1.54,US,Sat Jun 10 11:19:58 2023
502,ironwood,46.4547,-90.171,15.31,88,100,5.14,US,Sat Jun 10 11:19:40 2023
503,callao,-12.0667,-77.15,24.84,64,75,4.12,PE,Sat Jun 10 11:23:49 2023
504,zakynthos,37.7914,20.8953,25.62,65,75,2.06,GR,Sat Jun 10 11:23:49 2023
505,orchard homes,46.8633,-114.0484,15.89,89,100,0.89,US,Sat Jun 10 11:20:34 2023
506,bardai,11.65,7.2333,33.94,35,97,1.01,NG,Sat Jun 10 11:23:49 2023
507,leava,-14.3,-178.1667,27.36,80,32,7.85,WF,Sat Jun 10 11:23:49 2023
508,lijiang,26.8688,100.2207,10.94,95,100,0.87,CN,Sat Jun 10 11:23:49 2023
509,mar del plata,-38.0023,-57.5575,12.19,49,20,9.26,AR,Sat Jun 10 11:23:49 2023
510,derazhnya,49.2692,27.4338,21.81,70,58,5.13,UA,Sat Jun 10 11:23:50 2023
511,guerrero negro,27.9769,-114.0611,17.21,70,89,5.99,MX,Sat Jun 10 11:23:50 2023
512,jabor,5.921,169.6434,26.81,81,100,2.83,MH,Sat Jun 10 11:21:14 2023
513,galveston,29.3669,-94.9669,31.7,76,20,7.2,US,Sat Jun 10 11:22:29 2023
514,sparti,37.0733,22.4297,26.67,50,59,1.52,GR,Sat Jun 10 11:23:50 2023
515,margate,51.3813,1.3862,21.04,71,0,7.21,GB,Sat Jun 10 11:23:50 2023
516,gurupi,-11.7292,-49.0686,33.17,35,54,3.09,BR,Sat Jun 10 11:23:50 2023
517,barhi,23.9,80.8,36.42,21,17,3.61,IN,Sat Jun 10 11:23:50 2023
518,jaca,42.569,-0.5499,26.66,67,100,1.56,ES,Sat Jun 10 11:23:50 2023
519,nobeoka,32.5833,131.6667,20.5,97,100,3.27,JP,Sat Jun 10 11:23:23 2023
520,yichang,30.7144,111.2847,27.44,57,100,1.87,CN,Sat Jun 10 11:23:51 2023
521,agua branca,-5.8922,-42.6361,33.64,37,13,3.18,BR,Sat Jun 10 11:23:51 2023
522,lata,40.1629,-8.3327,23.93,63,100,3.4,PT,Sat Jun 10 11:23:51 2023
523,kharkhorin,47.1975,102.8238,15.75,66,69,2.57,MN,Sat Jun 10 11:23:51 2023
524,kathu,7.9178,98.3332,29.83,99,100,3.52,TH,Sat Jun 10 11:23:51 2023
525,juticalpa,14.65,-86.2,31.08,66,79,0.51,HN,Sat Jun 10 11:22:35 2023
526,prince rupert,54.3161,-130.3201,11.05,93,100,8.23,CA,Sat Jun 10 11:23:08 2023
527,uturoa,-16.7333,-151.4333,26.31,69,100,6.42,PF,Sat Jun 10 11:23:51 2023
528,touros,-5.1989,-35.4608,29.65,63,25,6.84,BR,Sat Jun 10 11:23:51 2023
529,empangeni,-28.762,31.8933,16.81,65,21,2.06,ZA,Sat Jun 10 11:23:51 2023
530,oguz,41.0708,47.4583,24.91,56,94,4.62,AZ,Sat Jun 10 11:23:52 2023
531,conduaga,8.862,117.4893,26.3,86,99,2.82,PH,Sat Jun 10 11:23:52 2023
532,aoulef,26.9667,1.0833,42.43,7,0,6.65,DZ,Sat Jun 10 11:23:52 2023
533,kailua-kona,19.6406,-155.9956,23.98,86,0,3.13,US,Sat Jun 10 11:23:52 2023
534,nchelenge,-9.3451,28.734,26.93,45,2,2.75,ZM,Sat Jun 10 11:23:52 2023
535,berdigestyakh,62.0989,126.6992,14.04,76,14,2.79,RU,Sat Jun 10 11:23:52 2023
536,ad darb,17.7229,42.2526,36.34,28,62,6.78,SA,Sat Jun 10 11:23:52 2023
537,olavarria,-36.8927,-60.3225,10.5,41,9,6.98,AR,Sat Jun 10 11:23:52 2023
538,makokou,0.5738,12.8642,25.83,84,94,1.0,GA,Sat Jun 10 11:23:52 2023
539,suncho corral,-27.9336,-63.4294,18.34,39,49,5.24,AR,Sat Jun 10 11:23:53 2023
540,bikenibeu village,1.3673,173.1241,28.98,79,40,2.06,KI,Sat Jun 10 11:23:53 2023
541,kalachinsk,55.0529,74.5751,16.95,63,32,1.08,RU,Sat Jun 10 11:23:53 2023
542,galesong,-5.3166,119.3661,25.01,84,100,2.56,ID,Sat Jun 10 11:23:53 2023
543,francisco i. madero,29.7059,-107.8043,21.08,21,0,2.9,MX,Sat Jun 10 11:23:53 2023
544,sibut,5.718,19.0739,31.08,45,99,3.13,CF,Sat Jun 10 11:23:53 2023
